vehicle_x,vehicle_y,vehicle_z
14.8044,0.359622,0.00855643
14.8453,0.343502,0.00855554
14.8842,0.328183,0.00855474
14.921,0.313629,0.00855414
14.956,0.299804,0.00846759
14.9934,0.284996,0.00846791
15.0393,0.266741,0.00846786
15.0867,0.247905,0.00846757
15.1183,0.235345,0.00846899
15.1656,0.216498,0.00856098
15.213,0.197643,0.00856036
15.259,0.179311,0.00855959
15.3029,0.161804,0.00855864
15.3446,0.145172,0.00855762
15.3842,0.129379,0.00855669
15.4217,0.114386,0.00855581
15.4573,0.100158,0.00855499
15.4953,0.0849641,0.00855517
15.5416,0.0664238,0.00855569
15.589,0.047475,0.0084675
15.6364,0.0285344,0.00846746
15.6837,0.00960102,0.00846735
15.731,-0.00932659,0.00855868
15.7771,-0.0277417,0.00855882
15.8066,-0.0395405,0.00855815
15.8488,-0.056387,0.00855729
15.8891,-0.0724742,0.00855648
15.9273,-0.0877385,0.00852519
15.9635,-0.102215,0.00846745
16.0023,-0.117712,0.00846744
16.049,-0.13633,0.00854787
16.0963,-0.155216,0.00855969
16.1437,-0.174088,0.00855911
16.1911,-0.192947,0.00855857
16.2385,-0.211797,0.00855805
16.2848,-0.230218,0.00855728
16.3291,-0.247806,0.00855643
16.3711,-0.264492,0.0085556
16.411,-0.280317,0.00855491
16.4364,-0.290409,0.00848354
16.4747,-0.305562,0.00846764
16.5206,-0.323753,0.00846763
16.568,-0.342485,0.00846742
16.6155,-0.361174,0.00855877
16.6629,-0.379831,0.00855992
16.7104,-0.398456,0.00855933
16.7579,-0.417053,0.00855876
16.8039,-0.435075,0.00855786
16.8479,-0.452239,0.00855691
16.8896,-0.468507,0.00855603
16.9292,-0.483921,0.00855523
16.9667,-0.498518,0.00855458
17.0067,-0.513998,0.00846762
17.0538,-0.532213,0.00846754
17.1014,-0.550542,0.00846745
17.1331,-0.56273,0.00848208
17.1807,-0.580971,0.0085599
17.2284,-0.59917,0.00855934
17.276,-0.617327,0.00855878
17.3223,-0.634918,0.00855794
17.3663,-0.651619,0.00855701
17.4082,-0.667428,0.00855616
17.4479,-0.682388,0.00855539
17.4901,-0.698258,0.00852478
17.5379,-0.716122,0.00846741
17.5857,-0.73391,0.00846737
17.6335,-0.751632,0.00852895
17.6813,-0.769299,0.008559
17.7292,-0.786915,0.00855845
17.7771,-0.804484,0.00855792
17.824,-0.821647,0.0085572
17.8542,-0.832654,0.0085566
17.8973,-0.848325,0.0085559
17.9384,-0.863239,0.00846781
17.9775,-0.877334,0.0084675
18.0191,-0.892283,0.00846742
18.0671,-0.909418,0.00855849
18.1152,-0.926469,0.00855973
18.1632,-0.943446,0.00855908
18.2113,-0.960356,0.00855844
18.2595,-0.977206,0.00855781
18.3076,-0.993996,0.00855722
18.3542,-1.01017,0.00855638
18.3984,-1.02545,0.00855556
18.4404,-1.03989,0.00855485
18.4802,-1.05351,0.00846849
18.5227,-1.06791,0.00846766
18.5549,-1.07877,0.00846764
18.6032,-1.09497,0.00846747
18.6516,-1.11107,0.00853955
18.7,-1.12709,0.00856004
18.7484,-1.14304,0.00855941
18.7969,-1.15891,0.00855879
18.8445,-1.17443,0.00855797
18.8901,-1.18921,0.00855701
18.9334,-1.20316,0.00855612
18.9745,-1.2163,0.00855531
19.0183,-1.23016,0.00855558
19.0669,-1.24543,0.00850343
19.1156,-1.26058,0.00846742
19.1644,-1.27562,0.00846742
19.2131,-1.29055,0.00849703
19.2619,-1.3054,0.00855938
19.2944,-1.31526,0.00855899
19.3428,-1.32985,0.00855828
19.3897,-1.34387,0.00855731
19.4341,-1.35707,0.00855646
19.4764,-1.36949,0.0085557
19.5214,-1.38257,0.00847738
19.5704,-1.39664,0.00846732
19.6195,-1.41056,0.00851806
19.6686,-1.42437,0.00855871
19.7177,-1.43806,0.00855817
19.7668,-1.45166,0.00855762
19.816,-1.46517,0.00855714
19.8643,-1.47832,0.00855656
19.9107,-1.49081,0.00848755
19.9547,-1.50254,0.00846737
20.001,-1.51473,0.00849034
20.0339,-1.52328,0.00855393
20.0833,-1.53597,0.00855889
20.1327,-1.54851,0.0085582
20.1822,-1.56093,0.00855755
20.2316,-1.57323,0.00855703
20.2812,-1.58542,0.00855657
20.3307,-1.5975,0.00855618
20.3795,-1.60926,0.00847017
20.4262,-1.62039,0.00846738
20.4705,-1.6308,0.00846732
20.5173,-1.64158,0.00855761
20.567,-1.65284,0.0085591
20.6168,-1.66393,0.00855839
20.6666,-1.67487,0.00855772
20.7164,-1.68567,0.00855715
20.7663,-1.69634,0.00855666
20.7995,-1.70338,0.00855637
20.8495,-1.71385,0.00855599
20.8983,-1.72396,0.00846892
20.9451,-1.73347,0.00846743
20.9894,-1.7423,0.00846739
21.0362,-1.75137,0.00852532
21.0863,-1.76084,0.00855959
21.1365,-1.77016,0.00855883
21.1866,-1.77933,0.00855813
21.2368,-1.78838,0.00855748
21.287,-1.7973,0.00855695
21.3372,-1.8061,0.00855646
21.3872,-1.81473,0.00855597
21.4355,-1.82294,0.00853648
21.4813,-1.83055,0.00846745
21.5294,-1.83827,0.00846751
21.5629,-1.84353,0.00846743
21.6133,-1.85126,0.00851457
21.6637,-1.85879,0.00855959
21.7142,-1.86616,0.00855886
21.7647,-1.87338,0.00855818
21.8152,-1.88044,0.00855753
21.8657,-1.88736,0.00855699
21.9154,-1.89399,0.00855634
21.9629,-1.90013,0.0085556
22.0121,-1.90624,0.00850878
22.0628,-1.91226,0.00846738
22.1135,-1.91808,0.00846737
22.1641,-1.9237,0.00851394
22.2148,-1.92915,0.00855916
22.2655,-1.93444,0.00855847
22.3163,-1.93957,0.00855781
22.3501,-1.94291,0.00855741
22.4009,-1.94779,0.00855691
22.4498,-1.9523,0.00855617
22.4997,-1.95662,0.00850749
